,index,part_id,cont_id,cnt_age_exact,hh_id,part_age,part_gender
20530,20530,16286,16286_2_2_8,34.0,FR15,28,F
20532,20532,16286,16286_2_2_10,7.0,FR15,28,F
20533,20533,16286,16286_2_2_11,4.0,FR15,28,F
20534,20534,2350,2350_2_1_1,39.0,FR15,4,F
20535,20535,2350,2350_2_1_2,42.0,FR15,4,F
20536,20536,2350,2350_2_1_3,8.0,FR15,4,F
20537,20537,2350,2350_2_1_4,39.0,FR15,4,F
20538,20538,2350,2350_2_1_5,8.0,FR15,4,F
20539,20539,2350,2350_2_1_6,5.0,FR15,4,F
20547,20547,2350,2350_2_2_1,39.0,FR15,4,F
20548,20548,2350,2350_2_2_2,42.0,FR15,4,F
20549,20549,2350,2350_2_2_3,8.0,FR15,4,F
20550,20550,2350,2350_2_2_4,5.0,FR15,4,F
20551,20551,2350,2350_2_2_5,5.0,FR15,4,F
20552,20552,2350,2350_2_2_6,5.0,FR15,4,F
20553,20553,2350,2350_2_2_7,4.0,FR15,4,F
20554,20554,2350,2350_2_2_8,41.0,FR15,4,F
20555,20555,2350,2350_2_2_9,32.0,FR15,4,F
20571,20571,2350,2350_2_2_25,5.0,FR15,4,F
20586,20586,2350,2350_2_2_40,43.0,FR15,4,F
20587,20587,2350,2350_1_1_1,38.0,FR15,4,F
20588,20588,2350,2350_1_1_2,41.0,FR15,4,F
20589,20589,2350,2350_1_1_3,8.0,FR15,4,F
20590,20590,2350,2350_1_1_4,77.0,FR15,4,F
20591,20591,2350,2350_1_1_5,74.0,FR15,4,F
20592,20592,2350,2350_1_2_1,38.0,FR15,4,F
20593,20593,2350,2350_1_2_2,41.0,FR15,4,F
20594,20594,2350,2350_1_2_3,8.0,FR15,4,F
20595,20595,2350,2350_1_2_4,77.0,FR15,4,F
20596,20596,2350,2350_1_2_5,74.0,FR15,4,F
20597,20597,2350,2350_1_2_6,63.0,FR15,4,F
20598,20598,2350,2350_1_2_7,89.0,FR15,4,F
20600,20600,18252,18252_2_1_1,24.0,FR15,24,F
20601,20601,18252,18252_2_1_2,52.0,FR15,24,F
20602,20602,18252,18252_2_1_3,52.0,FR15,24,F
20603,20603,18252,18252_2_2_1,24.0,FR15,24,F
20605,20605,18252,18252_2_2_3,7.0,FR15,24,F
20606,20606,18252,18252_2_2_4,4.0,FR15,24,F
20607,20607,18252,18252_2_2_5,35.0,FR15,24,F
20608,20608,18252,18252_2_2_6,41.0,FR15,24,F
20611,20611,12314,12314_2_1_3,45.0,FR15,22,M
20612,20612,12314,12314_2_1_4,30.0,FR15,22,M
20614,20614,12314,12314_2_1_6,20.0,FR15,22,M
20621,20621,12314,12314_2_2_3,32.0,FR15,22,M
20626,20626,12314,12314_2_2_8,60.0,FR15,22,M
20629,20629,12314,12314_2_2_11,10.0,FR15,22,M
20632,20632,12314,12314_2_2_14,4.0,FR15,22,M
20732,20732,15450,15450_2_1_1,8.0,FR15,4,F
20733,20733,15450,15450_2_1_2,6.0,FR15,4,F
20735,20735,15450,15450_2_1_4,33.0,FR15,4,F
20740,20740,15450,15450_2_1_9,57.0,FR15,4,F
20741,20741,15450,15450_2_1_10,6.0,FR15,4,F
20745,20745,15450,15450_2_1_14,6.0,FR15,4,F
20747,20747,15450,15450_2_1_16,30.0,FR15,4,F
20751,20751,15450,15450_2_1_20,52.0,FR15,4,F
20752,20752,15450,15450_2_1_21,18.0,FR15,4,F
20754,20754,15450,15450_2_1_23,9.0,FR15,4,F
20756,20756,15450,15450_2_2_1,6.0,FR15,4,F
20757,20757,15450,15450_2_2_2,8.0,FR15,4,F
20759,20759,15450,15450_2_2_4,33.0,FR15,4,F
20763,20763,14187,14187_2_1_1,29.0,FR15,32,M
20764,20764,14187,14187_2_1_2,3.0,FR15,32,M
20765,20765,14187,14187_2_1_3,59.0,FR15,32,M
20766,20766,14187,14187_2_1_4,58.0,FR15,32,M
20767,20767,14187,14187_2_2_1,29.0,FR15,32,M
20768,20768,14187,14187_2_2_2,3.0,FR15,32,M
20769,20769,14187,14187_2_2_3,56.0,FR15,32,M
20770,20770,14187,14187_2_2_4,58.0,FR15,32,M
20771,20771,14187,14187_2_2_5,6.0,FR15,32,M
20772,20772,14187,14187_2_2_6,3.0,FR15,32,M
20780,20780,9005,9005_2_1_1,59.0,FR15,68,F
20783,20783,9005,9005_2_1_4,26.0,FR15,68,F
20784,20784,9005,9005_2_2_1,59.0,FR15,68,F
20785,20785,9005,9005_2_2_2,26.0,FR15,68,F
20793,20793,9005,9005_2_2_10,60.0,FR15,68,F
20794,20794,9005,9005_2_2_11,59.0,FR15,68,F
20795,20795,9005,9005_2_2_12,26.0,FR15,68,F
20796,20796,9005,9005_2_2_13,73.0,FR15,68,F
20797,20797,14767,14767_2_1_1,42.0,FR15,38,F
20798,20798,14767,14767_2_1_2,14.0,FR15,38,F
20799,20799,14767,14767_2_1_3,12.0,FR15,38,F
20802,20802,14767,14767_2_1_6,28.0,FR15,38,F
20804,20804,14767,14767_2_1_8,20.0,FR15,38,F
20805,20805,14767,14767_2_1_9,30.0,FR15,38,F
20806,20806,14767,14767_2_1_10,45.0,FR15,38,F
20807,20807,14767,14767_2_1_11,35.0,FR15,38,F
20808,20808,14767,14767_2_1_12,30.0,FR15,38,F
20810,20810,14767,14767_2_2_1,42.0,FR15,38,F
20811,20811,14767,14767_2_2_2,14.0,FR15,38,F
20812,20812,14767,14767_2_2_3,12.0,FR15,38,F
20813,20813,14767,14767_2_2_4,41.0,FR15,38,F
20814,20814,14767,14767_2_2_5,45.0,FR15,38,F
20815,20815,14767,14767_2_2_6,17.0,FR15,38,F
20816,20816,14767,14767_2_2_7,15.0,FR15,38,F
20817,20817,14767,14767_2_2_8,11.0,FR15,38,F
20818,20818,14767,14767_2_2_9,39.0,FR15,38,F
20819,20819,14767,14767_2_2_10,40.0,FR15,38,F
20822,20822,13568,13568_2_1_1,17.0,FR15,10,F
20823,20823,13568,13568_2_1_2,14.0,FR15,10,F
20824,20824,13568,13568_2_1_3,47.0,FR15,10,F
20825,20825,13568,13568_2_1_4,47.0,FR15,10,F
20826,20826,13568,13568_2_1_5,84.0,FR15,10,F
20828,20828,13568,13568_2_1_7,58.0,FR15,10,F
20829,20829,13568,13568_2_1_8,74.0,FR15,10,F
20830,20830,13568,13568_2_1_9,91.0,FR15,10,F
20831,20831,13568,13568_2_1_10,78.0,FR15,10,F
20833,20833,13568,13568_2_2_2,10.0,FR15,10,F
20834,20834,13568,13568_2_2_3,10.0,FR15,10,F
20835,20835,13568,13568_2_2_4,10.0,FR15,10,F
20836,20836,13568,13568_2_2_5,17.0,FR15,10,F
20837,20837,13568,13568_2_2_6,14.0,FR15,10,F
20838,20838,13568,13568_2_2_7,47.0,FR15,10,F
20839,20839,13568,13568_2_2_8,47.0,FR15,10,F
20840,20840,13568,13568_2_2_9,46.0,FR15,10,F
20841,20841,13568,13568_2_2_10,14.0,FR15,10,F
20842,20842,13568,13568_2_2_11,10.0,FR15,10,F
20843,20843,13568,13568_2_2_12,8.0,FR15,10,F
20844,20844,13568,13568_2_2_13,9.0,FR15,10,F
20845,20845,16071,16071_2_1_1,45.0,FR15,9,F
20846,20846,16071,16071_2_1_2,49.0,FR15,9,F
20847,20847,16071,16071_2_1_3,14.0,FR15,9,F
20848,20848,16071,16071_2_1_4,12.0,FR15,9,F
20849,20849,16071,16071_2_1_5,72.0,FR15,9,F
20850,20850,16071,16071_2_1_6,77.0,FR15,9,F
20851,20851,16071,16071_2_1_7,36.0,FR15,9,F
20852,20852,16071,16071_2_1_8,34.0,FR15,9,F
20853,20853,16071,16071_2_1_9,3.0,FR15,9,F
20854,20854,16071,16071_2_1_10,1.0,FR15,9,F
20855,20855,16071,16071_2_1_11,60.0,FR15,9,F
20856,20856,16071,16071_2_2_1,45.0,FR15,9,F
20857,20857,16071,16071_2_2_2,49.0,FR15,9,F
20858,20858,16071,16071_2_2_3,14.0,FR15,9,F
20859,20859,16071,16071_2_2_4,12.0,FR15,9,F
20860,20860,16071,16071_2_2_5,44.0,FR15,9,F
20861,20861,16071,16071_2_2_6,41.0,FR15,9,F
20862,20862,16071,16071_2_2_7,12.0,FR15,9,F
20863,20863,16071,16071_2_2_8,13.0,FR15,9,F
20864,20864,16071,16071_2_2_9,14.0,FR15,9,F
20865,20865,15591,15591_2_1_1,54.0,FR15,19,F
20866,20866,15591,15591_2_1_2,26.0,FR15,19,F
20867,20867,15591,15591_2_1_3,30.0,FR15,19,F
20868,20868,15591,15591_2_1_4,27.0,FR15,19,F
20869,20869,15591,15591_2_1_5,22.0,FR15,19,F
20870,20870,15591,15591_2_1_6,22.0,FR15,19,F
20872,20872,15591,15591_2_2_1,22.0,FR15,19,F
20873,20873,15591,15591_2_2_2,46.0,FR15,19,F
20877,20877,15591,15591_2_2_6,54.0,FR15,19,F
20880,20880,18568,18568_2_1_3,8.0,FR15,1,M
20881,20881,16959,16959_2_1_1,43.0,FR15,11,F
20882,20882,16959,16959_2_1_2,41.0,FR15,11,F
20883,20883,16959,16959_2_1_3,15.0,FR15,11,F
20884,20884,16959,16959_2_1_4,13.0,FR15,11,F
20885,20885,16959,16959_2_2_1,43.0,FR15,11,F
20886,20886,16959,16959_2_2_2,41.0,FR15,11,F
20887,20887,16959,16959_2_2_3,15.0,FR15,11,F
20888,20888,16959,16959_2_2_4,13.0,FR15,11,F
20889,20889,14568,14568_2_1_1,38.0,FR15,4,M
20890,20890,14568,14568_2_1_2,7.0,FR15,4,M
20891,20891,14568,14568_2_1_3,40.0,FR15,4,M
20892,20892,14568,14568_2_1_4,5.0,FR15,4,M
20893,20893,14568,14568_2_1_5,4.0,FR15,4,M
20894,20894,14568,14568_2_1_6,5.0,FR15,4,M
20895,20895,14568,14568_2_1_7,5.0,FR15,4,M
20896,20896,14568,14568_2_1_8,4.0,FR15,4,M
20899,20899,14568,14568_2_1_11,7.0,FR15,4,M
20900,20900,14568,14568_2_1_12,7.0,FR15,4,M
20901,20901,14568,14568_2_1_13,7.0,FR15,4,M
20902,20902,14568,14568_2_1_14,6.0,FR15,4,M
20905,20905,14568,14568_2_2_1,38.0,FR15,4,M
20906,20906,14568,14568_2_2_2,7.0,FR15,4,M
20907,20907,14568,14568_2_2_3,40.0,FR15,4,M
20908,20908,14568,14568_2_2_4,5.0,FR15,4,M
20909,20909,14568,14568_2_2_5,4.0,FR15,4,M
20910,20910,14568,14568_2_2_6,4.0,FR15,4,M
20911,20911,14568,14568_2_2_7,5.0,FR15,4,M
20912,20912,14568,14568_2_2_8,5.0,FR15,4,M
20915,20915,14568,14568_2_2_11,7.0,FR15,4,M
20916,20916,14568,14568_2_2_12,6.0,FR15,4,M
20956,20956,7274,7274_2_1_1,41.0,FR15,2,M
20957,20957,7274,7274_2_1_2,40.0,FR15,2,M
20958,20958,7274,7274_2_1_3,10.0,FR15,2,M
20959,20959,7274,7274_2_2_1,41.0,FR15,2,M
20960,20960,7274,7274_2_2_2,40.0,FR15,2,M
20961,20961,7274,7274_2_2_3,10.0,FR15,2,M
20970,20970,13878,13878_2_1_4,94.0,FR15,17,M
20971,20971,13878,13878_2_1_5,94.0,FR15,17,M
20972,20972,13878,13878_2_1_6,65.0,FR15,17,M
20973,20973,13878,13878_2_1_7,63.0,FR15,17,M
20975,20975,13878,13878_2_2_1,94.0,FR15,17,M
20976,20976,13878,13878_2_2_2,94.0,FR15,17,M
20977,20977,13878,13878_2_2_3,93.0,FR15,17,M
20978,20978,13878,13878_2_2_4,94.0,FR15,17,M
20979,20979,13878,13878_2_2_5,94.0,FR15,17,M
20980,20980,13878,13878_2_2_6,94.0,FR15,17,M
20984,20984,14935,14935_2_1_1,36.0,FR15,5,M
20985,20985,14935,14935_2_1_2,24.0,FR15,5,M
20986,20986,14935,14935_2_1_3,24.0,FR15,5,M
20987,20987,14935,14935_2_1_4,4.0,FR15,5,M
20988,20988,14935,14935_2_1_5,3.0,FR15,5,M
20989,20989,14935,14935_2_1_6,3.0,FR15,5,M
20990,20990,14935,14935_2_1_7,5.0,FR15,5,M
20991,20991,14935,14935_2_1_8,26.0,FR15,5,M
20992,20992,14935,14935_2_1_9,28.0,FR15,5,M
20993,20993,14935,14935_2_1_10,82.0,FR15,5,M
20994,20994,14935,14935_2_1_11,90.0,FR15,5,M
20995,20995,14935,14935_2_2_1,26.0,FR15,5,M
20996,20996,14935,14935_2_2_2,28.0,FR15,5,M
20997,20997,14935,14935_2_2_3,24.0,FR15,5,M
20998,20998,14935,14935_2_2_4,3.0,FR15,5,M
20999,20999,14935,14935_2_2_5,36.0,FR15,5,M
21000,21000,14935,14935_2_2_6,5.0,FR15,5,M
21001,21001,14935,14935_2_2_7,24.0,FR15,5,M
21002,21002,14935,14935_2_2_8,3.0,FR15,5,M
21003,21003,14935,14935_2_2_9,4.0,FR15,5,M
21004,21004,14935,14935_2_2_10,39.0,FR15,5,M
21005,21005,14935,14935_2_2_11,24.0,FR15,5,M
21006,21006,14935,14935_2_2_12,22.0,FR15,5,M
21007,21007,14935,14935_2_2_13,5.0,FR15,5,M
21008,21008,14935,14935_2_2_14,4.0,FR15,5,M
21009,21009,14935,14935_2_2_15,4.0,FR15,5,M
21010,21010,14935,14935_2_2_16,4.0,FR15,5,M
21011,21011,14935,14935_2_2_17,53.0,FR15,5,M
21012,21012,14935,14935_2_2_18,50.0,FR15,5,M
21013,21013,14935,14935_2_2_19,25.0,FR15,5,M
21014,21014,5089,5089_2_1_1,45.0,FR15,4,M
21015,21015,5089,5089_2_1_2,43.0,FR15,4,M
21016,21016,5089,5089_2_1_3,14.0,FR15,4,M
21017,21017,5089,5089_2_1_4,11.0,FR15,4,M
21018,21018,5089,5089_2_1_5,58.0,FR15,4,M
21019,21019,5089,5089_2_1_6,61.0,FR15,4,M
21020,21020,5089,5089_2_1_7,3.0,FR15,4,M
21021,21021,5089,5089_2_1_8,2.0,FR15,4,M
21023,21023,5089,5089_2_1_10,83.0,FR15,4,M
21024,21024,5089,5089_2_2_1,45.0,FR15,4,M
21025,21025,5089,5089_2_2_2,43.0,FR15,4,M
21026,21026,5089,5089_2_2_3,14.0,FR15,4,M
21027,21027,5089,5089_2_2_4,11.0,FR15,4,M
21028,21028,9373,9373_2_1_1,45.0,FR15,18,F
21029,21029,9373,9373_2_1_2,44.0,FR15,18,F
21030,21030,9373,9373_2_1_3,14.0,FR15,18,F
21031,21031,9373,9373_2_1_4,22.0,FR15,18,F
21033,21033,9373,9373_2_1_6,20.0,FR15,18,F
21034,21034,9373,9373_2_2_1,45.0,FR15,18,F
21035,21035,9373,9373_2_2_2,44.0,FR15,18,F
21036,21036,9373,9373_2_2_3,14.0,FR15,18,F
21037,21037,9373,9373_2_2_4,20.0,FR15,18,F
21038,21038,9373,9373_2_2_5,19.0,FR15,18,F
21039,21039,9373,9373_2_2_6,19.0,FR15,18,F
21040,21040,9373,9373_2_2_7,21.0,FR15,18,F
21043,21043,9373,9373_2_2_10,22.0,FR15,18,F
21045,21045,16564,16564_2_1_1,13.0,FR15,2,M
21046,21046,16564,16564_2_1_2,44.0,FR15,2,M
21047,21047,16564,16564_2_1_3,34.0,FR15,2,M
21049,21049,16564,16564_2_2_2,37.0,FR15,2,M
21050,21050,16564,16564_2_2_3,39.0,FR15,2,M
21051,21051,1950,1950_2_1_1,39.0,FR15,8,F
21052,21052,1950,1950_2_1_2,11.0,FR15,8,F
21053,21053,1950,1950_2_1_3,32.0,FR15,8,F
21054,21054,1950,1950_2_1_4,5.0,FR15,8,F
21055,21055,1950,1950_2_1_5,2.0,FR15,8,F
21056,21056,1950,1950_2_1_6,36.0,FR15,8,F
21057,21057,1950,1950_2_1_7,3.0,FR15,8,F
21058,21058,1950,1950_2_1_8,5.0,FR15,8,F
21059,21059,1950,1950_2_1_9,9.0,FR15,8,F
21060,21060,1950,1950_2_1_10,39.0,FR15,8,F
21061,21061,1950,1950_2_2_1,39.0,FR15,8,F
21062,21062,1950,1950_2_2_2,39.0,FR15,8,F
21063,21063,1950,1950_2_2_3,11.0,FR15,8,F
21064,21064,1950,1950_2_2_4,1.0,FR15,8,F
21065,21065,1950,1950_2_2_5,4.0,FR15,8,F
21066,21066,1950,1950_2_2_6,2.0,FR15,8,F
21067,21067,1950,1950_2_2_7,8.0,FR15,8,F
21068,21068,1950,1950_2_2_8,8.0,FR15,8,F
21069,21069,1950,1950_2_2_9,8.0,FR15,8,F
21070,21070,1950,1950_2_2_10,9.0,FR15,8,F
21071,21071,1950,1950_2_2_11,11.0,FR15,8,F
21072,21072,1950,1950_2_2_12,8.0,FR15,8,F
21073,21073,1950,1950_2_2_13,5.0,FR15,8,F
21074,21074,1950,1950_2_2_14,11.0,FR15,8,F
21075,21075,1950,1950_2_2_15,60.0,FR15,8,F
21076,21076,1950,1950_2_2_16,8.0,FR15,8,F
21077,21077,1950,1950_2_2_17,9.0,FR15,8,F
21078,21078,1950,1950_2_2_18,26.0,FR15,8,F
21079,21079,1950,1950_2_2_19,33.0,FR15,8,F
21080,21080,1950,1950_2_2_20,28.0,FR15,8,F
21081,21081,1950,1950_2_2_21,41.0,FR15,8,F
21082,21082,1950,1950_2_2_22,11.0,FR15,8,F
21083,21083,1950,1950_2_2_23,69.0,FR15,8,F
21084,21084,1950,1950_2_2_24,37.0,FR15,8,F
21085,21085,1950,1950_1_1_1,35.0,FR15,8,F
21086,21086,1950,1950_1_1_2,10.0,FR15,8,F
21087,21087,1950,1950_1_1_3,10.0,FR15,8,F
21088,21088,1950,1950_1_1_4,9.0,FR15,8,F
21089,21089,1950,1950_1_1_5,5.0,FR15,8,F
21090,21090,1950,1950_1_1_6,39.0,FR15,8,F
21091,21091,1950,1950_1_1_7,39.0,FR15,8,F
21092,21092,1950,1950_1_1_8,35.0,FR15,8,F
21093,21093,1950,1950_1_2_1,10.0,FR15,8,F
21094,21094,1950,1950_1_2_2,39.0,FR15,8,F
21095,21095,1950,1950_1_2_3,39.0,FR15,8,F
21096,21096,1950,1950_1_2_4,28.0,FR15,8,F
21097,21097,1950,1950_1_2_5,8.0,FR15,8,F
21098,21098,1950,1950_1_2_6,8.0,FR15,8,F
21099,21099,1950,1950_1_2_7,8.0,FR15,8,F
21100,21100,1950,1950_1_2_8,8.0,FR15,8,F
21101,21101,1950,1950_1_2_9,8.0,FR15,8,F
21102,21102,1950,1950_1_2_10,4.0,FR15,8,F
21103,21103,1950,1950_1_2_11,2.0,FR15,8,F
21104,21104,1950,1950_1_2_12,1.0,FR15,8,F
21105,21105,1950,1950_1_2_13,10.0,FR15,8,F
21106,21106,1950,1950_1_2_14,10.0,FR15,8,F
21107,21107,1950,1950_1_2_15,9.0,FR15,8,F
21108,21108,1950,1950_1_2_16,9.0,FR15,8,F
21109,21109,1950,1950_1_2_17,7.0,FR15,8,F
21110,21110,1950,1950_1_2_18,8.0,FR15,8,F
21111,21111,1950,1950_1_2_19,7.0,FR15,8,F
21112,21112,1950,1950_1_2_20,8.0,FR15,8,F
21114,21114,10860,10860_2_1_2,49.0,FR15,15,M
21138,21138,5208,5208_2_1_2,64.0,FR15,55,F
21139,21139,5208,5208_2_1_3,97.0,FR15,55,F
21148,21148,5208,5208_2_2_8,55.0,FR15,55,F
21150,21150,5208,5208_2_2_10,60.0,FR15,55,F
21151,21151,5208,5208_2_2_11,44.0,FR15,55,F
21153,21153,13077,13077_2_1_1,20.0,FR15,18,F
21154,21154,13077,13077_2_1_2,16.0,FR15,18,F
21156,21156,13077,13077_2_1_4,18.0,FR15,18,F
21157,21157,13077,13077_2_1_5,17.0,FR15,18,F
21158,21158,13077,13077_2_1_6,17.0,FR15,18,F
21159,21159,13077,13077_2_1_7,17.0,FR15,18,F
21160,21160,13077,13077_2_1_8,17.0,FR15,18,F
21161,21161,13077,13077_2_1_9,19.0,FR15,18,F
21162,21162,13077,13077_2_1_10,17.0,FR15,18,F
21169,21169,13077,13077_2_1_17,17.0,FR15,18,F
21170,21170,13077,13077_2_1_18,17.0,FR15,18,F
21171,21171,13077,13077_2_1_19,17.0,FR15,18,F
21172,21172,13077,13077_2_1_20,43.0,FR15,18,F
21173,21173,13077,13077_2_1_21,45.0,FR15,18,F
21174,21174,13077,13077_2_1_22,13.0,FR15,18,F
21176,21176,13077,13077_2_1_24,17.0,FR15,18,F
21177,21177,13077,13077_2_1_25,17.0,FR15,18,F
21178,21178,13077,13077_2_1_26,18.0,FR15,18,F
21179,21179,13077,13077_2_1_27,16.0,FR15,18,F
21180,21180,13077,13077_2_2_1,17.0,FR15,18,F
21182,21182,13077,13077_2_2_3,13.0,FR15,18,F
21183,21183,13077,13077_2_2_4,45.0,FR15,18,F
21184,21184,13077,13077_2_2_5,43.0,FR15,18,F
21185,21185,13077,13077_2_2_6,13.0,FR15,18,F
21186,21186,13077,13077_2_2_7,18.0,FR15,18,F
21188,21188,13077,13077_2_2_9,17.0,FR15,18,F
21190,21190,10996,10996_2_1_2,86.0,FR15,66,M
21192,21192,10996,10996_2_1_4,50.0,FR15,66,M
21193,21193,10996,10996_2_1_5,63.0,FR15,66,M
21194,21194,10996,10996_2_2_1,86.0,FR15,66,M
21195,21195,10996,10996_2_2_2,54.0,FR15,66,M
21196,21196,10996,10996_2_2_3,32.0,FR15,66,M
21199,21199,13826,13826_2_1_3,15.0,FR15,35,F
21200,21200,13826,13826_2_1_4,14.0,FR15,35,F
21201,21201,13826,13826_2_1_5,14.0,FR15,35,F
21202,21202,13826,13826_2_1_6,35.0,FR15,35,F
21203,21203,13826,13826_2_1_7,50.0,FR15,35,F
21214,21214,13826,13826_2_1_18,36.0,FR15,35,F
21215,21215,13826,13826_2_1_19,36.0,FR15,35,F
21216,21216,13826,13826_2_1_20,34.0,FR15,35,F
21217,21217,13826,13826_2_1_21,52.0,FR15,35,F
21218,21218,13826,13826_2_1_22,32.0,FR15,35,F
21220,21220,13826,13826_2_1_24,37.0,FR15,35,F
21229,21229,13826,13826_2_1_33,37.0,FR15,35,F
21230,21230,13826,13826_2_1_34,61.0,FR15,35,F
21231,21231,13826,13826_2_1_35,67.0,FR15,35,F
21233,21233,13826,13826_2_1_37,36.0,FR15,35,F
21234,21234,13826,13826_2_1_38,21.0,FR15,35,F
21235,21235,13826,13826_2_1_39,34.0,FR15,35,F
21236,21236,13826,13826_2_1_40,7.0,FR15,35,F
21237,21237,13826,13826_2_2_1,67.0,FR15,35,F
21238,21238,13826,13826_2_2_2,61.0,FR15,35,F
21240,21240,13826,13826_2_2_4,36.0,FR15,35,F
21241,21241,13826,13826_2_2_5,21.0,FR15,35,F
21242,21242,13826,13826_2_2_6,27.0,FR15,35,F
21243,21243,13826,13826_2_2_7,40.0,FR15,35,F
21244,21244,13826,13826_2_2_8,37.0,FR15,35,F
21245,21245,13826,13826_2_2_9,14.0,FR15,35,F
21246,21246,13826,13826_2_2_10,13.0,FR15,35,F
21247,21247,13826,13826_2_2_11,5.0,FR15,35,F
21248,21248,1726,1726_2_1_1,43.0,FR15,70,M
21249,21249,1726,1726_2_2_1,43.0,FR15,70,M
21250,21250,1726,1726_2_2_2,66.0,FR15,70,M
21251,21251,1726,1726_2_2_3,67.0,FR15,70,M
21252,21252,1726,1726_2_2_4,70.0,FR15,70,M
21253,21253,1726,1726_2_2_5,50.0,FR15,70,M
21254,21254,1726,1726_2_2_6,64.0,FR15,70,M
21259,21259,1726,1726_1_2_3,30.0,FR15,70,M
21260,21260,6382,6382_2_1_1,72.0,FR15,68,F
21261,21261,6382,6382_2_1_2,13.0,FR15,68,F
21262,21262,6382,6382_2_1_3,10.0,FR15,68,F
21263,21263,6382,6382_2_1_4,42.0,FR15,68,F
21264,21264,6382,6382_2_1_5,65.0,FR15,68,F
21266,21266,6382,6382_2_2_1,72.0,FR15,68,F
21267,21267,6382,6382_2_2_2,13.0,FR15,68,F
21268,21268,6382,6382_2_2_3,10.0,FR15,68,F
21269,21269,6382,6382_2_2_4,42.0,FR15,68,F
21270,21270,12800,12800_2_1_1,7.0,FR15,9,F
21271,21271,12800,12800_2_1_2,38.0,FR15,9,F
21272,21272,12800,12800_2_1_3,9.0,FR15,9,F
21273,21273,12800,12800_2_1_4,0.0,FR15,9,F
21274,21274,12800,12800_2_1_5,8.0,FR15,9,F
21275,21275,12800,12800_2_1_6,8.0,FR15,9,F
21276,21276,12800,12800_2_1_7,9.0,FR15,9,F
21277,21277,12800,12800_2_1_8,9.0,FR15,9,F
21278,21278,12800,12800_2_1_9,10.0,FR15,9,F
21279,21279,12800,12800_2_1_10,48.0,FR15,9,F
21280,21280,12800,12800_2_1_11,65.0,FR15,9,F
21281,21281,12800,12800_2_1_12,50.0,FR15,9,F
21282,21282,12800,12800_2_1_13,11.0,FR15,9,F
21283,21283,12800,12800_2_1_14,42.0,FR15,9,F
21284,21284,12800,12800_2_1_15,9.0,FR15,9,F
21285,21285,12800,12800_2_1_16,7.0,FR15,9,F
21286,21286,12800,12800_2_1_17,7.0,FR15,9,F
21287,21287,12800,12800_2_1_18,6.0,FR15,9,F
21288,21288,12800,12800_2_1_19,4.0,FR15,9,F
21289,21289,12800,12800_2_1_20,40.0,FR15,9,F
21290,21290,12800,12800_2_1_21,8.0,FR15,9,F
21291,21291,12800,12800_2_1_22,47.0,FR15,9,F
21292,21292,12800,12800_2_2_1,7.0,FR15,9,F
21293,21293,12800,12800_2_2_2,38.0,FR15,9,F
21294,21294,12800,12800_2_2_3,0.0,FR15,9,F
21295,21295,12800,12800_2_2_4,9.0,FR15,9,F
21296,21296,12800,12800_2_2_5,50.0,FR15,9,F
21297,21297,12800,12800_2_2_6,8.0,FR15,9,F
21298,21298,12800,12800_2_2_7,50.0,FR15,9,F
21299,21299,12800,12800_2_2_8,45.0,FR15,9,F
21300,21300,12800,12800_2_2_9,50.0,FR15,9,F
21301,21301,12800,12800_2_2_10,50.0,FR15,9,F
21302,21302,12800,12800_2_2_11,9.0,FR15,9,F
21303,21303,12800,12800_2_2_12,9.0,FR15,9,F
21304,21304,12800,12800_2_2_13,10.0,FR15,9,F
21305,21305,12800,12800_2_2_14,9.0,FR15,9,F
21306,21306,12800,12800_2_2_15,10.0,FR15,9,F
21307,21307,12800,12800_2_2_16,9.0,FR15,9,F
21308,21308,12800,12800_2_2_17,38.0,FR15,9,F
21309,21309,12800,12800_2_2_18,39.0,FR15,9,F
21310,21310,10831,10831_2_1_1,3.0,FR15,24,F
21311,21311,10831,10831_2_1_2,2.0,FR15,24,F
21312,21312,10831,10831_2_1_3,23.0,FR15,24,F
21314,21314,10831,10831_2_1_5,49.0,FR15,24,F
21315,21315,10831,10831_2_1_6,53.0,FR15,24,F
21316,21316,10831,10831_2_1_7,73.0,FR15,24,F
21317,21317,10831,10831_2_1_8,77.0,FR15,24,F
21321,21321,10831,10831_2_2_1,23.0,FR15,24,F
21322,21322,10831,10831_2_2_2,3.0,FR15,24,F
21323,21323,10831,10831_2_2_3,2.0,FR15,24,F
21324,21324,10831,10831_2_2_4,49.0,FR15,24,F
21325,21325,10831,10831_2_2_5,48.0,FR15,24,F
21326,21326,10831,10831_2_2_6,50.0,FR15,24,F
21329,21329,1469,1469_1_1_1,46.0,FR15,72,F
21330,21330,1469,1469_1_1_2,72.0,FR15,72,F
21331,21331,1469,1469_1_1_3,82.0,FR15,72,F
21332,21332,1469,1469_1_2_1,46.0,FR15,72,F
21333,21333,1469,1469_1_2_2,62.0,FR15,72,F
21334,21334,1469,1469_1_2_3,72.0,FR15,72,F
21335,21335,25,25_1_1_1,64.0,FR15,54,M
21336,21336,25,25_1_1_2,52.0,FR15,54,M
21337,21337,1376,1376_1_1_1,80.0,FR15,62,F
21338,21338,1376,1376_1_1_2,82.0,FR15,62,F
21339,21339,1376,1376_1_1_3,61.0,FR15,62,F
21341,21341,1376,1376_1_1_5,68.0,FR15,62,F
